Case_ID,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Texture,Pollution_Severity,Pollutant_Concentration_mg in kg,"Pollutant Concentration, Text-type"
CASE_100759,6.76,33.2,70.9,372.7,Sandy,Medium,94.41,Medium
CASE_100760,5.65,40.8,23.7,92.4,Clay,Low,145.43,High
CASE_100761,5.38,14.8,84.4,200,Silty,Medium,54.96,Medium
CASE_100762,7.53,36.6,43.4,164.3,Loamy,Medium,51.62,Medium
CASE_100763,7.08,42.7,42.8,312.8,Sandy,Medium,195.43,High
CASE_100764,8.36,23.8,29.8,268.7,Loamy,High,139.87,High
CASE_100765,5.33,27.7,43.4,171,Clay,High,117.14,High
CASE_100766,5.43,24.2,40.2,79.5,Loamy,High,150.32,High
CASE_100767,5.98,36.3,87.3,338.4,Loamy,Medium,182.3,High
CASE_100768,6.01,21.9,24.7,194.5,Sandy,Medium,191.48,High
CASE_100769,5.77,38.3,85.7,121,Clay,High,53.47,Medium
CASE_100770,7.56,15.1,71.8,378,Loamy,High,172.16,High
CASE_100771,6.5,32.6,58.3,48,Silty,Medium,69.67,Medium
CASE_100772,7.95,14.8,91.4,131.5,Loamy,High,161.47,High
CASE_100773,7.75,43.1,43.5,343.4,Silty,Low,151.61,High
CASE_100774,7.47,33.7,38.9,349.2,Sandy,Medium,142.48,High
CASE_100775,7.37,26.6,83.7,153.4,Sandy,Medium,15.46,Low
CASE_100776,6.7,16.6,74,204.4,Silty,Low,168.11,High
CASE_100777,7.81,39,73.2,42.2,Sandy,High,94.88,Medium
CASE_100778,7.29,22.7,85.9,290.1,Sandy,Low,135.85,High
CASE_100779,8.05,11.7,92.1,271.7,Silty,High,84.52,Medium
CASE_100780,5.5,43,42.4,310.2,Silty,Medium,57.76,Medium
CASE_100781,4.54,29,93.2,147.7,Silty,Medium,32.15,Low
CASE_100782,6.58,25.4,86,202.2,Clay,Low,72.1,Medium
CASE_100783,8.43,18.7,25.5,265.3,Silty,Low,31.98,Low
CASE_100784,6.19,37.5,34.7,328.1,Silty,Medium,85.95,Medium
CASE_100785,6.33,19,76.4,205.1,Sandy,Low,86.7,Medium
CASE_100786,8.48,25.2,89.1,138,Sandy,Medium,121.23,High
CASE_100787,6.17,17.7,20,366,Sandy,Low,44.83,Low
CASE_100788,5.17,14.2,25.1,289.6,Loamy,Low,149.75,High
CASE_100789,4.98,27.9,46.2,149.9,Sandy,Medium,88.95,Medium
CASE_100790,4.94,11.2,94.6,93.1,Clay,High,145.15,High
CASE_100791,4.66,23.7,80.2,136.5,Loamy,Medium,42.03,Low
CASE_100792,6.54,40.2,85,4,Loamy,Medium,136.74,High
CASE_100793,8.46,26.9,94,301.8,Sandy,Low,94.84,Medium
CASE_100794,8.47,40,27.3,282.5,Sandy,Low,109.99,High
CASE_100795,6.11,18.2,81.4,134.9,Loamy,Medium,6.36,Low
CASE_100796,5.73,18.4,37.5,27.3,Loamy,High,5.12,Low
CASE_100797,5.67,24.6,48.3,350.4,Loamy,Medium,113.33,High
CASE_100798,5.82,13.7,91.5,24.1,Sandy,Medium,101.13,High
CASE_100799,5.78,15.8,78.7,49,Sandy,Low,63.12,Medium
CASE_100800,4.78,41.8,34.3,328.5,Sandy,Medium,29.15,Low
CASE_100801,8.32,18.6,84.5,67.5,Sandy,High,20.18,Low
CASE_100802,6.55,36.9,90.1,363.7,Sandy,Low,7.58,Low
CASE_100803,5.3,19.9,41.7,150.8,Clay,High,178.2,High
CASE_100804,5.14,34.2,32.6,124.1,Sandy,High,111.19,High
CASE_100805,7.46,32.6,31.7,218.8,Sandy,High,160.31,High
CASE_100806,6.15,11.4,40.5,382.3,Clay,Low,78.59,Medium
CASE_100807,4.67,16.3,49.4,379.1,Loamy,Medium,73.7,Medium
CASE_100808,4.93,44.3,48.6,310.1,Sandy,Medium,153.89,High
CASE_100809,5.27,15.1,90.4,367.1,Silty,High,127.4,High
CASE_100810,7.73,12.4,45.1,125.5,Clay,High,126.96,High
CASE_100811,5.09,30.9,81.1,152.8,Silty,High,74.41,Medium
CASE_100812,5.45,20.5,68.2,240.4,Loamy,High,43.35,Low
CASE_100813,7.8,17.1,55.2,320.4,Silty,Medium,75.69,Medium
CASE_100814,8.03,22,71.3,10.1,Sandy,Low,26.42,Low
CASE_100815,4.72,31.3,38.1,154.7,Clay,Medium,66.64,Medium
CASE_100816,5.69,13.1,88.3,2.4,Loamy,High,33.7,Low
CASE_100817,5.73,42.4,32.1,386.3,Clay,Low,29.03,Low
CASE_100818,6.69,41,61.5,213.8,Clay,Medium,149.61,High
CASE_100819,8.17,21.5,47.9,303.9,Silty,Low,37.41,Low
CASE_100820,7.45,30.9,86.1,19.8,Loamy,High,190.65,High
CASE_100821,5.41,36,88.9,169.5,Clay,High,95.68,Medium
CASE_100822,6.28,27.1,46.4,363.8,Loamy,High,192.5,High
CASE_100823,7.75,22,52.5,339.4,Loamy,High,153.62,High
CASE_100824,8.26,31.8,75.6,322,Sandy,High,159.82,High
CASE_100825,4.71,24.1,70.5,180.1,Silty,High,82.04,Medium
CASE_100826,7.04,16.5,76.2,218.3,Clay,Low,74.61,Medium
CASE_100827,7.49,26.9,36.2,386.9,Loamy,Medium,61.92,Medium
CASE_100828,6.21,26.6,87.3,210,Sandy,High,191.64,High
CASE_100829,6.29,14.3,35.4,0.4,Loamy,High,54.17,Medium
CASE_100830,5.47,33.2,82.9,220.3,Silty,Medium,195.57,High
CASE_100831,6.9,35.6,77.7,390.2,Loamy,Low,146.98,High
CASE_100832,7.09,12.4,87.3,47.8,Clay,Low,71.62,Medium
CASE_100833,6.89,23.8,55.5,341.8,Loamy,High,164.07,High
CASE_100834,4.85,37.2,83.6,72.7,Sandy,Medium,174.58,High
CASE_100835,7.33,28.7,67.6,78.6,Silty,High,37.27,Low
CASE_100836,5.79,29.6,84.3,266.8,Loamy,Medium,13.09,Low
CASE_100837,7.38,42.6,59.6,103.6,Silty,Medium,190.86,High
CASE_100838,4.99,20.6,59.9,225.8,Silty,Low,146.59,High
CASE_100839,6.02,31.6,92.7,291.1,Loamy,Low,37.42,Low
CASE_100840,6.87,16.7,70,249.4,Silty,Low,153.63,High
CASE_100841,6.61,21.7,58.9,79,Clay,Low,100.51,High
CASE_100842,4.84,25.3,69.4,175.1,Silty,Medium,41.23,Low
CASE_100843,5.89,42.7,89.2,200.9,Clay,Low,113.84,High
CASE_100844,4.65,26.6,45.2,368.2,Sandy,Low,148.74,High
CASE_100845,7.46,27,26.4,389,Loamy,Medium,112.8,High
CASE_100846,5.45,26.9,52.2,30,Silty,Low,124.77,High
CASE_100847,5.46,16.8,57.9,307.5,Sandy,Low,168.31,High
CASE_100848,4.98,11.3,24,333.7,Clay,High,117.48,High
CASE_100849,6.25,39.5,39.7,168.7,Loamy,Medium,13.8,Low
CASE_100850,6.81,30,44.9,126.2,Clay,High,92.57,Medium
CASE_100851,4.9,36.8,92.5,388,Clay,Medium,76.53,Medium
CASE_100852,7.3,20,67.3,182.3,Clay,Low,122.15,High
CASE_100853,5.63,21.1,89.3,22.5,Loamy,Medium,152.77,High
CASE_100854,6.94,29.1,38.7,137.3,Loamy,High,183,High
CASE_100855,6.56,13.5,21.2,385.5,Clay,High,114.05,High
CASE_100856,4.82,33.9,89.9,230.3,Silty,Medium,122.63,High
CASE_100857,7.57,24.2,86,259.5,Clay,Medium,118.44,High
CASE_100858,5.03,20.8,35.1,363.5,Sandy,Medium,126.58,High
CASE_100859,5.7,16.4,76.7,189.7,Silty,Medium,136.9,High
CASE_100860,4.66,21.4,55.1,59.2,Loamy,Medium,125.24,High
CASE_100861,5.02,17.1,77.7,170.2,Loamy,Low,45.77,Low
CASE_100862,4.64,25.6,81.2,354.1,Loamy,Low,9.1,Low
CASE_100863,8.15,23.6,82.2,53.5,Sandy,High,109.98,High
CASE_100864,8.27,33.7,47.3,375.3,Loamy,High,151.53,High
CASE_100865,7.3,36.8,89.7,81.9,Clay,Low,69.77,Medium
CASE_100866,4.76,23.6,41.2,121.8,Loamy,Medium,149.02,High
CASE_100867,7.37,44.2,48.3,320.7,Clay,High,130.34,High
CASE_100868,5.22,43.2,36.4,130.5,Sandy,Low,174.56,High
CASE_100869,6.93,25.6,75.7,91.3,Silty,Low,81.78,Medium
CASE_100870,6.4,15.9,46.6,160,Silty,High,63.49,Medium
CASE_100871,8.04,15.3,64.8,265.9,Clay,High,118.74,High
CASE_100872,6.14,27.7,20.6,276.7,Loamy,Medium,141.71,High
CASE_100873,5.97,44.3,51.6,200.8,Clay,Medium,12.49,Low
CASE_100874,6.83,37.9,84.8,182.8,Sandy,Medium,144.87,High
CASE_100875,8.37,34.4,26.2,345.2,Loamy,Medium,80.28,Medium
CASE_100876,6.7,24.6,85.8,81.6,Silty,High,18.41,Low
CASE_100877,4.72,44,58.4,116.4,Silty,Low,113.75,High
CASE_100878,5.72,16.7,29.7,119.1,Silty,Medium,172.28,High
CASE_100879,5.41,15.8,45,376,Clay,Medium,96.97,Medium
CASE_100880,6.44,16.3,86.8,184.1,Sandy,Low,197.68,High
CASE_100881,4.7,13.4,74,112.7,Sandy,Low,196.82,High
CASE_100882,4.59,37.1,30.1,187.1,Clay,Medium,12.68,Low
CASE_100883,4.61,37.4,20.8,304.8,Clay,Medium,88.53,Medium
CASE_100884,6.64,26.7,49.2,355,Sandy,High,89.4,Medium
CASE_100885,6.96,42.4,92.2,203.6,Silty,High,70.48,Medium
CASE_100886,8.34,15,63.5,113,Clay,Medium,59.35,Medium
CASE_100887,8.5,11.9,63.4,33,Silty,High,83.97,Medium
CASE_100888,6.54,19.1,43.7,34.8,Loamy,High,90.71,Medium
CASE_100889,8.28,21.7,62.8,363.8,Sandy,Medium,193.48,High
CASE_100890,8.29,13.2,32.1,384.3,Clay,Low,163.08,High
CASE_100891,5.53,25.7,72,293.3,Silty,High,7.77,Low
CASE_100892,6.65,28.7,50.4,67.7,Clay,Medium,61.06,Medium
CASE_100893,6.49,31.1,37,217.5,Loamy,Low,171.4,High
CASE_100894,8.46,31.4,47.8,308.9,Silty,Low,105.46,High
CASE_100895,5.89,25.1,78.6,193.7,Sandy,Low,79.98,Medium
CASE_100896,5.87,38.3,37.9,89.8,Loamy,Low,117.42,High
CASE_100897,4.54,32.7,58.3,178.2,Clay,High,55.87,Medium
CASE_100898,7.95,14.9,62.7,347.2,Clay,Medium,116.38,High
CASE_100899,5.99,13.2,54.3,157.8,Silty,Medium,145.01,High
CASE_100900,8.37,43.5,38.6,139.2,Silty,Low,52.58,Medium
CASE_100901,6.27,21.2,59.5,275.1,Clay,Low,193.49,High
CASE_100902,4.71,11.7,49,141.4,Clay,Medium,148.61,High
CASE_100903,5.78,16.7,43.2,390,Loamy,High,100.75,High
CASE_100904,6.81,44.4,38.1,272.5,Silty,Medium,91.72,Medium
CASE_100905,4.85,33.7,24.8,238.5,Silty,Low,123.43,High
CASE_100906,7.87,11.1,83.3,184.1,Sandy,Medium,46.14,Low
CASE_100907,8.31,12.5,34.9,139.1,Sandy,Medium,31.09,Low
CASE_100908,5,20.1,37.9,85.4,Loamy,High,111.24,High
CASE_100909,5.37,22.8,49.3,390.6,Clay,Medium,142.29,High
CASE_100910,5.47,12.4,43.8,106.7,Silty,Medium,161.03,High
CASE_100911,7.93,39.6,47,274.9,Silty,High,156.66,High
CASE_100912,7.31,10.3,50.7,131.8,Silty,Low,16.88,Low
CASE_100913,5.72,38.4,42,178.5,Loamy,Low,154.42,High
CASE_100914,8.45,17.9,69.7,243.9,Clay,High,140.12,High
CASE_100915,7.51,29.9,40.6,189.8,Clay,Low,35.49,Low
CASE_100916,8.06,29.9,67.4,207.5,Loamy,Low,117.97,High
CASE_100917,6.47,20.9,33.6,201.7,Silty,Low,50.41,Medium
CASE_100918,6.36,14.7,89.6,347.1,Sandy,Low,55.33,Medium
CASE_100919,7.6,38.3,77.6,45.6,Loamy,High,25.71,Low
CASE_100920,6.81,32.6,54.4,211.5,Loamy,Medium,167.69,High
CASE_100921,4.83,25.2,41.9,218.2,Loamy,Low,129.6,High
CASE_100922,7.68,15.7,27.8,58.2,Silty,Low,139.87,High
CASE_100923,6.37,13.7,68.7,347.2,Clay,Low,108,High
CASE_100924,4.8,13.9,23.7,103,Silty,Medium,127.08,High
CASE_100925,6.04,43,65.8,334,Loamy,Low,55.71,Medium
CASE_100926,7.44,19.6,67.9,136.4,Loamy,Low,26.94,Low
CASE_100927,5.62,42.6,21.8,278.7,Clay,Low,56.39,Medium
CASE_100928,8.4,44.1,24.9,328.7,Loamy,Low,168.09,High
CASE_100929,5.01,32.8,93.7,364.7,Loamy,Medium,131.23,High
CASE_100930,5.95,38.9,72.6,183.7,Loamy,Low,12.79,Low
CASE_100931,6.38,42.5,68.1,124.7,Silty,High,88.24,Medium
CASE_100932,8.39,22.6,55.8,142.1,Loamy,Medium,17.88,Low
CASE_100933,7.36,19.4,43.7,50.1,Sandy,Low,134.14,High
CASE_100934,6.89,40.4,86.8,179.6,Sandy,High,12.76,Low
CASE_100935,7.18,38.7,38.3,168.5,Silty,Low,20.01,Low
CASE_100936,5.47,29.3,34.4,40.8,Clay,Medium,176.04,High
CASE_100937,7.54,11.7,83.3,175.2,Clay,Low,165,High
CASE_100938,4.87,36.5,63.7,74.6,Silty,High,111.56,High
CASE_100939,4.73,30.6,83,7,Loamy,High,40.93,Low
CASE_100940,7.78,21.4,46.2,238.5,Loamy,High,116.69,High
CASE_100941,7.44,31.9,63.6,296.7,Loamy,Low,10.19,Low
CASE_100942,5.91,14.4,29.7,270.5,Loamy,Low,45.15,Low
CASE_100943,7.01,16.4,27.9,325.1,Loamy,High,192.73,High
CASE_100944,7.63,34.6,82.6,22.5,Clay,Medium,125.57,High
CASE_100945,5.64,32.4,43.6,383.2,Loamy,High,170.92,High
CASE_100946,5.17,34.9,33.2,94.2,Silty,High,118.06,High
CASE_100947,5.35,15,76.9,200.2,Loamy,Medium,183.39,High
CASE_100948,7.08,18.2,31.8,273.4,Silty,Medium,33.59,Low
CASE_100949,5.74,25.7,50.4,393.6,Silty,Medium,152.19,High
CASE_100950,5.92,29.8,38.9,366.1,Clay,Low,62.49,Medium
CASE_100951,4.91,33,88,67.5,Sandy,High,179.68,High
CASE_100952,8.28,33.7,42.6,75.3,Sandy,Low,93.31,Medium
CASE_100953,5.08,13.7,51.7,318.2,Silty,Low,23.14,Low
CASE_100954,7.07,16.9,27.3,66.7,Sandy,Medium,30.41,Low
CASE_100955,5.92,33,60.3,270.8,Clay,Low,165.19,High
CASE_100956,5.56,11.4,54.2,356.4,Loamy,Low,127.6,High
CASE_100957,8.47,15.7,71.9,269.7,Sandy,High,167.32,High
CASE_100958,7.25,18.5,79.9,42.8,Silty,Medium,197.19,High
CASE_100959,6.03,32.1,52.3,175.1,Clay,High,182.49,High
CASE_100960,8.24,42.9,33.1,349.9,Clay,High,153.62,High
CASE_100961,4.77,19.4,88.4,253.3,Silty,High,54.3,Medium
CASE_100962,7.38,11,48.1,250.7,Clay,High,55.14,Medium
CASE_100963,5.44,32.8,50.4,238.4,Sandy,Medium,165.49,High
CASE_100964,8.14,19.4,81.5,399.7,Loamy,Medium,8.3,Low
CASE_100965,7.15,43.8,88.7,201.2,Loamy,High,56.71,Medium
CASE_100966,8.41,43.8,32.3,119.8,Sandy,High,31.47,Low
CASE_100967,7.76,23.2,26.6,136.9,Loamy,High,57.98,Medium
CASE_100968,6.16,15.8,94,328.3,Loamy,Low,127.79,High
CASE_100969,4.73,14.2,63.6,371.5,Sandy,Low,18.66,Low
CASE_100970,6.28,34.8,74.9,69.6,Loamy,Medium,169.37,High
CASE_100971,4.78,22.7,60.1,398.5,Clay,Medium,129.27,High
CASE_100972,6.23,37.9,64.7,354.6,Sandy,Low,164.13,High
CASE_100973,7.02,24.6,30.8,37.4,Loamy,Low,122.84,High
CASE_100974,5.45,17.4,75.2,128,Silty,Medium,175.34,High
CASE_100975,8.34,39.8,84.8,162.7,Sandy,Low,36.69,Low
CASE_100976,4.53,10.7,64,182.2,Clay,Medium,33.06,Low
CASE_100977,6.19,35.1,53.2,292.9,Silty,High,6.46,Low
CASE_100978,6.85,17.4,37.8,251.2,Silty,High,163.56,High
CASE_100979,5.53,40.3,70.2,179.2,Silty,High,86.05,Medium
CASE_100980,7.01,22.6,94.7,192.1,Sandy,High,44.83,Low
CASE_100981,8.17,38,53.8,287.5,Sandy,Medium,115.34,High
CASE_100982,5.27,26.2,38.4,365.9,Sandy,High,101.01,High
CASE_100983,6.63,32.1,60.7,51.8,Sandy,Low,190.69,High
CASE_100984,6.99,25.6,78.3,88.2,Sandy,Medium,24.33,Low
CASE_100985,8.21,34.9,51.4,206.9,Loamy,Medium,84.23,Medium
CASE_100986,7.17,20,63.9,43.8,Silty,Low,196.99,High
CASE_100987,7.09,18.6,73.8,310.7,Silty,Low,39.08,Low
CASE_100988,8.07,12.8,44.8,99.3,Loamy,Low,124.83,High
CASE_100989,7.43,34,35.9,95.6,Clay,Medium,80.93,Medium
CASE_100990,5.44,10.7,86,386.2,Clay,High,85.17,Medium
CASE_100991,4.53,33.8,81.9,58.6,Clay,Low,71.01,Medium
CASE_100992,6.97,11.6,66.7,123.6,Sandy,Low,159.07,High
CASE_100993,7.74,24,91,162.6,Silty,High,155.1,High
CASE_100994,8.09,41.8,26.6,374.6,Silty,High,99.36,Medium
CASE_100995,5.3,38.2,83.8,115.7,Loamy,Low,159.31,High
CASE_100996,5.1,28.8,63.2,258.1,Silty,Low,14.72,Low
CASE_100997,4.68,15,21.1,226.7,Clay,Low,192.27,High
CASE_100998,7.79,10.5,60.7,183.8,Silty,High,134.86,High
CASE_100999,7.24,27.6,77.4,194.1,Silty,High,19.08,Low
CASE_101000,5.19,40.5,66,62.9,Sandy,High,131.41,High
CASE_101001,4.79,31.9,39,321.5,Loamy,Low,106.08,High
CASE_101002,6.51,25.9,76.5,53,Sandy,Medium,195.89,High
CASE_101003,4.86,24.6,84,342.5,Silty,High,111.52,High
CASE_101004,5.55,40.6,29.7,288,Sandy,High,22.69,Low
CASE_101005,5.92,37.6,37.5,255.7,Clay,Medium,126.51,High
CASE_101006,7.99,14.4,85,237.4,Sandy,Medium,144.16,High
CASE_101007,5.14,34.5,76.9,42.3,Silty,High,88.37,Medium
CASE_101008,8.24,28,91.3,214.3,Clay,High,163.85,High
CASE_101009,6.47,26.5,56.8,338.7,Clay,Medium,170.4,High
CASE_101010,5.83,27.2,63,95.3,Sandy,Medium,83.69,Medium
CASE_101011,5.84,13.7,37.9,379.7,Clay,High,99.86,Medium
CASE_101012,6.34,20.7,22.6,129.3,Loamy,Low,37.93,Low
CASE_101013,5.93,25.7,92.4,150.9,Sandy,Medium,112.58,High
CASE_101014,6.33,36.6,35.4,283.7,Clay,Medium,52.48,Medium
CASE_101015,7.6,21.9,62.3,82,Silty,High,86.69,Medium
CASE_101016,7.91,16.9,85.6,141,Loamy,Medium,15.19,Low
CASE_101017,8.12,14.4,33.4,197.2,Sandy,Low,67.25,Medium
CASE_101018,8.28,44.2,48.2,369.3,Loamy,High,43.22,Low
CASE_101019,7.31,33.1,94.2,106,Clay,Medium,57.6,Medium
CASE_101020,4.95,10.1,95,320.9,Clay,Medium,15.14,Low
CASE_101021,5.7,15.3,41.4,150.4,Loamy,High,104.4,High
CASE_101022,4.81,10.6,27.7,164.2,Silty,Medium,110.23,High
CASE_101023,7.71,26.3,47.1,43.4,Loamy,Medium,129.29,High
CASE_101024,5.17,27.9,56.6,250,Loamy,Medium,157.72,High
CASE_101025,6.66,11.8,24.7,74.9,Loamy,Low,118.06,High
CASE_101026,7.39,14.8,82.7,61.9,Clay,High,149.95,High
CASE_101027,5.99,18.9,56.7,163,Loamy,Medium,53.55,Medium
CASE_101028,5.07,11.8,66.9,21.8,Silty,Medium,15.91,Low
CASE_101029,6.61,29.7,32.8,79.1,Loamy,Medium,104.83,High
CASE_101030,5.34,14.1,92.8,8.8,Clay,High,120.73,High
CASE_101031,5.69,14.7,30.9,279,Loamy,High,158.67,High
CASE_101032,8.25,34.2,31.7,97.4,Clay,Low,157.64,High
CASE_101033,4.79,34.6,50.2,368,Silty,Medium,45.81,Low
CASE_101034,8.29,19,45.3,160.9,Clay,Low,22.63,Low
CASE_101035,4.99,24,46.3,309.1,Sandy,Low,101.82,High
CASE_101036,5.97,23.1,31.4,319.4,Loamy,Low,34.92,Low
CASE_101037,5.97,13.7,67.1,48.5,Clay,High,42.12,Low
CASE_101038,6.06,30.2,88.4,221.6,Silty,Medium,157.23,High
CASE_101039,7.87,32.5,68.8,346.7,Silty,High,78.85,Medium
CASE_101040,4.88,29,75.5,302.8,Sandy,Medium,184.36,High
CASE_101041,7.69,35.2,26.5,185.5,Clay,High,37.52,Low
CASE_101042,4.57,24,61.2,247.8,Clay,Medium,70.81,Medium
CASE_101043,5.36,14.2,83.9,62.6,Silty,Medium,168.08,High
CASE_101044,6.5,44.3,27.3,121.2,Clay,High,169.29,High
CASE_101045,8.21,12.3,61.2,236.3,Silty,Low,73.25,Medium
CASE_101046,5.96,39.5,34.6,330.7,Sandy,High,54.85,Medium
CASE_101047,7.35,17.3,62.7,347.1,Silty,High,153.63,High
CASE_101048,6.31,15,49.2,380.7,Loamy,High,193.49,High
CASE_101049,8.03,22.3,26.2,289.8,Clay,Low,174.28,High
CASE_101050,6.27,27,78.3,152.9,Silty,Medium,157.67,High
CASE_101051,5.97,28.4,80.7,144.7,Sandy,Low,78.36,Medium
CASE_101052,5.58,19.7,90,289.4,Loamy,Medium,135.79,High
CASE_101053,4.62,31.6,58.2,218.3,Loamy,High,131.31,High
CASE_101054,5.27,43.3,50.7,186.7,Silty,High,20.89,Low
CASE_101055,7.37,28.8,58.2,97.2,Sandy,Medium,12.33,Low
CASE_101056,5.26,26.1,41.5,99,Silty,High,37.81,Low
CASE_101057,7.8,24.6,25.5,109.5,Silty,High,131.94,High
CASE_101058,7.34,10.3,58.9,15,Silty,High,121.27,High
CASE_101059,8.37,28.9,54.4,378,Clay,High,184.55,High
CASE_101060,6.36,18.4,55.2,182.2,Clay,Low,17.66,Low
CASE_101061,5.16,27.6,82.3,265.6,Sandy,Medium,74.57,Medium
CASE_101062,8.15,17.3,23,296.5,Loamy,High,187.43,High
CASE_101063,8.06,31,59.8,11.1,Silty,Medium,193.73,High
CASE_101064,7.01,29.5,75.7,111.9,Loamy,Low,94.62,Medium
CASE_101065,6.15,36.3,72,396.3,Sandy,High,22.19,Low
CASE_101066,5.82,25.4,84.3,273.7,Loamy,Medium,102.15,High
CASE_101067,7.99,12.1,86.6,131.6,Sandy,High,44.68,Low
CASE_101068,8.26,11.7,46.4,342.6,Silty,High,104.86,High
CASE_101069,6.2,23.5,88.7,304.8,Sandy,Low,43.84,Low
CASE_101070,6.36,12,39.7,174.4,Clay,Medium,197.73,High
CASE_101071,7.57,19.4,64.3,288.6,Sandy,Low,189.78,High
CASE_101072,6.56,37.1,62.2,221.1,Sandy,High,176.92,High
CASE_101073,6.62,19.4,21.6,289.1,Loamy,Medium,29.6,Low
CASE_101074,6.66,43.9,56.3,25.4,Silty,High,121.08,High
CASE_101075,8.49,25.1,44,362.7,Clay,High,169.01,High
CASE_101076,6.12,11.4,46,106.1,Loamy,Low,125.01,High
CASE_101077,5.57,38.4,24.2,215.2,Silty,Low,190.01,High
CASE_101078,7.57,33,81.8,259,Sandy,Low,187.14,High
CASE_101079,8.2,28.1,28.8,211.3,Loamy,High,144.22,High
CASE_101080,6.43,31.8,20.8,77.9,Silty,Medium,120.54,High
CASE_101081,6.03,24.9,73.6,241.5,Loamy,High,190.35,High
CASE_101082,5.37,43.8,29.8,148.7,Silty,High,85.11,Medium
CASE_101083,7.62,17,26,189.8,Sandy,Medium,48.25,Low
CASE_101084,7.73,37,88.6,341.8,Sandy,High,21.53,Low
CASE_101085,7.63,39.6,79.9,203.4,Clay,High,15.2,Low
CASE_101086,7.41,44.3,31.7,90.3,Clay,Low,169.84,High
CASE_101087,5.25,12.3,94.9,9.9,Sandy,Medium,159.55,High
CASE_101088,7.87,29.4,87.6,370.5,Clay,High,76.25,Medium
CASE_101089,5.5,33.4,86.6,184,Sandy,High,19.71,Low
CASE_101090,7.72,43.9,40.1,197.9,Silty,High,41.76,Low
CASE_101091,6.51,15.1,53.2,133.6,Silty,Low,114.03,High
CASE_101092,4.53,36.6,73.5,146.5,Silty,High,119.2,High
CASE_101093,8.32,18.4,44.3,73.5,Silty,Low,152.21,High
CASE_101094,5.92,34.4,62,154.6,Clay,Medium,35.19,Low
CASE_101095,4.52,12.7,86.1,31.2,Clay,Medium,114.61,High
CASE_101096,5.58,23,62.7,352.7,Silty,High,184.41,High
CASE_101097,4.85,33.4,50.8,188.3,Silty,High,149.21,High
CASE_101098,7.66,25.9,42.6,153.6,Clay,High,42.26,Low
CASE_101099,5.59,14.1,38.9,368.3,Silty,High,151.05,High
CASE_101100,6.89,22.8,80.5,209.3,Loamy,Low,109.03,High
CASE_101101,6.65,42.8,43.1,347.8,Loamy,Medium,30.17,Low
CASE_101102,4.65,13.6,74.6,79.9,Silty,High,53.32,Medium
CASE_101103,7.4,14,50.5,194,Sandy,Medium,102.83,High
CASE_101104,5.19,38.3,72,222.3,Clay,Medium,164.58,High
CASE_101105,5.05,33.3,59.4,255.7,Sandy,Medium,85.34,Medium
CASE_101106,6.85,13,53.7,302.5,Loamy,High,181.84,High
CASE_101107,8.08,19.4,50.8,359.4,Silty,Low,101.45,High
CASE_101108,7.94,13.1,84.9,128.2,Silty,Low,138.71,High
CASE_101109,6.17,18.8,44,54,Silty,High,51.68,Medium
CASE_101110,6.27,22.1,76,357.4,Silty,Low,116.6,High
CASE_101111,7.48,15.3,29.8,138.3,Sandy,High,69.74,Medium
CASE_101112,4.75,14.6,84.4,253.5,Clay,High,53.04,Medium
CASE_101113,6.61,32.9,37.5,345.8,Clay,Medium,113.28,High
CASE_101114,4.56,23,46.4,217.4,Loamy,High,140.36,High
CASE_101115,5.37,33.7,80.2,224.8,Clay,High,159.08,High
CASE_101116,5.92,38.3,42.1,228.5,Loamy,Low,134.06,High
CASE_101117,5.71,26.1,81.3,372,Silty,Medium,78.9,Medium
CASE_101118,8.11,13.4,37.4,283.6,Loamy,High,133.99,High
CASE_101119,6.16,13.1,52.8,92.3,Sandy,Medium,172.12,High
CASE_101120,4.8,39,52.1,238.4,Loamy,Low,155.59,High
CASE_101121,4.86,43.7,80.5,183.9,Silty,Medium,70.79,Medium
CASE_101122,5.88,15.6,62.2,377.5,Clay,High,187.02,High
CASE_101123,8.25,16,28.5,228.1,Clay,Medium,51.43,Medium
CASE_101124,8.48,33.8,25.6,397.1,Loamy,Low,98.04,Medium
CASE_101125,6.73,20.7,26.5,0.6,Loamy,Low,61.04,Medium
CASE_101126,6.79,45,41.5,112.2,Sandy,High,168.19,High
CASE_101127,5.64,37.7,87.9,390,Sandy,Low,36.99,Low
CASE_101128,5.81,13.9,85.3,254.4,Silty,High,176.85,High
CASE_101129,5.65,35.8,54,395.7,Clay,High,88.82,Medium
CASE_101130,6.43,27.6,43.7,291.7,Loamy,High,74.23,Medium
CASE_101131,7.72,39.8,61.3,330.4,Silty,Low,188.05,High
CASE_101132,5.77,26.4,41.4,384.6,Clay,Low,82.7,Medium
CASE_101133,6.61,12,28.3,87.8,Clay,Medium,24.12,Low
CASE_101134,7.7,35.9,52,133.5,Sandy,Low,89.48,Medium
CASE_101135,4.71,10.4,79.7,190.9,Loamy,High,155.93,High
CASE_101136,8.23,40.1,73.2,192.9,Loamy,High,50.94,Medium
CASE_101137,8.36,17.5,80.8,78.9,Clay,Medium,195.17,High
CASE_101138,6.12,42.6,26.7,204.6,Loamy,Low,136.84,High
CASE_101139,5.13,22.8,66.4,63.8,Clay,Medium,181.3,High
